"DAX","SMI","CAC","FTSE","SMIfactor","y","expected","actual","residual"
2013.03,2525.3,1772.8,2954.2,"smi0",0.00351068961221547,3.10318542072856e-05,0.00351068961221547,0.00347965775800819
2027.67,2534.8,1780.2,2969,"smi0",0.00332370468673529,-4.29555990912687e-05,0.00332370468673529,0.00336666028582655
2026.97,2525.5,1802.5,2982.2,"smi0",-0.00474400843606344,-0.000138546417076741,-0.00474400843606344,-0.0046054620189867
2040.79,2554.7,1826.3,3007.3,"smi0",-0.00411246325941123,-0.00014149362898357,-0.00411246325941123,-0.00397096963042766
2030.56,2552.4,1814.1,3022.2,"smi0",0.00286901214479597,-0.000160524240005152,0.00286901214479597,0.00302953638480112
2026.68,2540.2,1813.4,2995.9,"smi0",0.000381353186255979,-0.000109457255744367,0.000381353186255979,0.000490810442000346
2024.82,2536.9,1797.9,2991.6,"smi0",0.00175041655558366,-0.000102256414667554,0.00175041655558366,0.00185267297025122
2047.44,2560.8,1827.8,3017.3,"smi0",-0.00551842351896598,-0.000177744995592427,-0.00551842351896598,-0.00534067852337355
2038.46,2563.7,1816.1,3034.7,"smi0",0.00934298792874326,-0.0001841971188777,0.00934298792874326,0.00952718504762096
2077.94,2589.4,1842.4,3059.7,"smi0",-0.00892197986610553,-0.000327780955902537,-0.00892197986610553,-0.008594198910203
2085.08,2621.4,1872.1,3062,"smi0",0.00128547277461792,-0.000199038036241841,0.00128547277461792,0.00148451081085977
2093.01,2628,1870.4,3072.7,"smi0",0.00153469193686421,-0.000241317256924297,0.00153469193686421,0.00177600919378851
2087.78,2617.4,1850.9,3072.5,"smi0",0.00692876829357526,-0.000272403681925687,0.00692876829357526,0.00720117197550094
2117.8,2636.9,1874.4,3099,"smi0",0.00517740583446295,-0.000409688533455745,0.00517740583446295,0.00558709436791869
2127.56,2635.4,1869.4,3109.9,"smi0",-0.00426985859844964,-0.000504799168820276,-0.00426985859844964,-0.00376505942962937
2118.96,2636,1850.1,3081.1,"smi0",0.00199405950168921,-0.00035340501163812,0.00199405950168921,0.00234746451332733
2128.33,2642.4,1856.1,3071.3,"smi0",0.00578618052867826,-0.000327309121856561,0.00578618052867826,0.00611348965053482
2135.49,2636,1861.9,3074.9,"smi0",-0.00528128071532988,-0.000409092179275136,-0.00528128071532988,-0.00487218853605475
2112.06,2621,1835,3051.1,"smi0",0.0110538735193618,-0.000289166195953349,0.0110538735193618,0.0113430397153152
2119.29,2601,1822.5,3044.2,"smi0",-0.00670685324457117,-0.000405012184873195,-0.00670685324457117,-0.00630184105969797
2101.98,2597.2,1802.2,3018.6,"smi0",-0.00485049110817101,-0.000247583626505498,-0.00485049110817101,-0.00460290748166551
